planning	zh2-hiring	clausal-adversative		如果下个季度再招两名后端工程师，我们那条一直积压的需求列表终于有可能被逐步清空，产品经理排了很久的那些功能也能开始一个个落地，而且招聘的预算在上个月就已经通过了财务的审批，名额是现成的，只要把岗位挂出去就可以开始筛选简历，看起来是一个顺理成章、皆大欢喜的决定。这样做确实能帮上忙，但 <<T>> 新同事从入职到真正能够独立产出，中间至少要经历三个月的熟悉期，前期的招聘、面试、交接本身也会占掉现有成员大量的时间，短期内的产出反而会下降；而我们积压的根源其实并不是人手不够，而是那套脆弱又缓慢的构建工具，每次改动都要等很久才能验证，这个问题两周之内就能修好。与其急着扩张，不如先把手里的工具打磨顺，让人均产出提上去，等到真的被产能而不是工具卡住的时候，再招人也不迟。
debugging	zh2-null	clausal-adversative		只要给这个可能返回空值的地方加一个判空检查，线上那个时不时就冒出来的崩溃就能立刻止住，补丁本身只有短短几行，逻辑清晰，任何一个评审人扫一眼就能确认它的正确性，风险极低，可以在下一个补丁窗口直接发出去，先让告警安静下来再说，毕竟崩溃对用户的影响是即时的，而根因分析可以慢慢来。这样确实能止血，但 <<T>> 那个空值本身只是一个症状，它来自一个异步任务：这个任务会在读请求把记录加载出来之后，才姗姗来迟地把真正的数据写进去，于是读到的记录是不完整的。判空只是把崩溃变成了一段静默的错误数据，问题并没有消失，反而会以缓存不一致、统计偏差这些更难察觉的形式继续存在下去。正确的做法是理顺这两条路径的先后顺序，让写入先于读取完成，而不是在出口处把症状堵住。
teaching	zh2-immutability	clausal-adversative		在课堂上告诉学生，凡是能被设成不可变的数据结构，就尽量设成不可变的，这条规则简单又干脆，学生只要记住了，就能自动避开一整类因为多个地方共享同一份数据而互相踩踏、彼此覆盖的隐蔽 bug，这些 bug 在初学阶段尤其难以调试，因为它们往往和调用顺序有关，复现起来非常棘手，能在源头规避掉显然是一件好事。这条规则本身没错，但 <<T>> 它同时掩盖了一个重要的代价：每当数据需要更新的时候，都要复制出一份全新的结构，对于嵌套很深或者体量很大的对象，这个复制的开销是线性的，甚至是更高阶的，学生一旦在第一个真实项目里处理稍大的数据，就会立刻撞上性能的墙，却不知道为什么程序突然变慢。真正应该教给他们的不是一条绝对的戒律，而是权衡：在共享频繁、并发复杂的地方优先选择不可变，在数据庞大、更新频繁的路径上则要算清楚复制的成本，学会根据场景做判断。
coding	zh2-async-config	self-correction		服务启动的时候，直接用那个同步的读取函数把配置文件一次性读进内存，解析好之后缓存起来，之后所有请求都从缓存里取，这样代码路径最短，逻辑也最简单，不需要处理任何异步的边界情况，启动过程是线性的，调试的时候一看就懂，非常适合这种只需要在进程生命周期的开头执行一次的初始化工作。我前面说用同步读，这句话其实说错了。<<T>> 同步读会把这唯一的事件循环整个阻塞住，在启动阶段它同样会影响健康检查的响应，负载均衡器很可能因为探针超时而判定实例尚未就绪，于是反复地把流量摘掉又挂回来，导致上线时的抖动。正确的做法是用异步版本去读，在启动流程里显式地 await 它，让事件循环在等待磁盘的那段时间里保持可响应，这样初始化和探针才能互不干扰。
planning	zh2-rollout	self-correction		这次发布可以挑在周二一次性推给全部用户，因为新功能外面包了一层特性开关，万一监控指标出现异常的波动，我们只要把开关关掉，新代码路径就立刻停用，用户马上回到旧的行为，整个过程就是改一个配置的事，不需要重新部署，也不需要回滚，所以一批批地灰度看起来纯属多余，会白白拉长上线的周期。让我纠正一下自己。<<T>> 那个开关只能控制新代码的启用与否，却管不住它背后那次数据库结构变更，而结构一旦改了，代码即使回退，数据也无法自动还原，这时的回滚是假的，系统会停留在一个既不是新也不是旧的破损状态。因此全量上线是不可逆的，必须先做一次百分之五的小流量灰度，观察一整天的真实指标，确认没有隐藏的问题之后，再采取分阶段的、可逆的推进方式。
analysis	zh2-correlation	self-correction		把客服工单数量和接口响应时间这两条曲线叠加在一起看，它们几乎是同时开始爬升的，走势高度一致，因此最直观的解释就是：接口变慢之后，用户等得不耐烦，于是纷纷来投诉，响应时间是自变量，工单数量是因变量，只要我们加快接口，投诉自然会随之回落。我需要收回刚才这个结论。<<T>> 这两条曲线其实都是被同一个因素推动的，那就是节假日期间的整体流量激增：流量大了，接口负载高所以变慢，同时遇到的用户基数变大所以工单也变多，二者之间只有相关，并没有我们以为的因果。如果不把流量这个共同的背景变量控制住就直接下结论，很可能会去优化一个其实并不成立的因果关系，白白浪费精力。先去把流量曲线调出来对照，再谈谁导致了谁。
teaching	zh2-float	self-correction		上机课的时候，我通常会直接叮嘱学生：永远不要用等号去比较两个浮点数，因为计算机表示小数存在精度误差，看起来相等的两个数往往并不真正相等，因此标准做法是引入一个很小的 epsilon，判断两数之差的绝对值是否小于它，只要掌握了这个小技巧，就能绕开绝大多数浮点数相等性的坑，考试和作业里这样写也不会扣分。嗯，这个说法我需要修正一下。<<T>> 一个固定的 epsilon 其实是相当武断的，它在数值接近零的时候会显得过大，把本就不同的数误判为相等，在数值非常大或者量级悬殊的时候又会显得过小，失去应有的容差作用。真正负责任的教学，应该是让学生理解误差是相对于数值的量级而言的，比较时应当采用与参与运算的数成比例的相对容差，而不是背下一个写死的常数。
coding	en2-lock-order-neg	none	wait for	Two threads each grab a different lock first, which is precisely why the deadlock only shows up under sustained load. The fix is small and local: every thread must wait for the same primary lock before touching either resource, so the acquisition order becomes identical everywhere and no circular wait can form. Because the patch only moves two locking calls and touches no business logic, it is easy to review and safe to ship, and it removes the whole class of circular-wait deadlocks at once rather than papering over the symptom.
planning	en2-vendor-neg	none	wait for	Legal needs two more working days to finish reviewing the vendor contract clause by clause, and procurement will not release the purchase order until the counterparty signs and returns it. So the two steps simply have to run in sequence, and there is no point in rushing them. What we can do right now is calmly wait for that countersigned copy to arrive, and once it does, start the integration work in the same sprint. This arrangement does not disturb any date we have already committed to, and it keeps the risk at a minimum because the commercial terms will be fixed before any code is written.
debugging	en2-pool-neg	none	wait for	The thread pool runs dry because every incoming request blocks on a call to a slow downstream service and holds its thread for the whole duration. The workers just wait for the socket to come back, so the moment the downstream slows down, the entire pool stalls behind it and the callers upstream begin to time out as well, in a cascade that is hard to stop once it starts. The visible symptom looks like a pool that is too small, but the real cause is that each request occupies its connection for far too long. A short-term mitigation is to set a firm timeout on the downstream call so it cannot wait forever.
analysis	en2-summary-neg	none	summary	In summary, the migration reduced latency by roughly forty percent and cut the error rate almost in half, and every core metric moved in the right direction while no data was lost during the cutover. On the strength of that evidence the team should continue into the next phase exactly as planned, moving over the remaining tables at the same pace, without slowing down for a few unimportant fluctuations in secondary metrics. So far nothing in the data suggests that we need to change course, and the original judgement about the direction still holds, so we can keep going with confidence.
teaching	en2-recap-neg	none	recap	To recap what we covered today: a graph is just a set of nodes plus the edges that connect them, traversal is really about choosing the order in which you visit those nodes, and the difference between depth-first and breadth-first is mostly a matter of which tool fits which shape of problem, the former for exploring and backtracking, the latter for finding shortest paths. If those points are clear to you, then the exercise set that follows is well within your reach, and you can work through it on your own first before checking the answers.
coding	en2-review-neg	none	summary	To wrap up: this module is well covered by tests, the edge cases have mostly been considered, the naming is consistent with the rest of the project, and the error handling deals with the failures that actually happen rather than piling up unreachable branches. I did not find any substantial problems during review, so I recommend merging it as it stands and moving on to the next ticket on the board. There is no need to keep polishing it further, since that would only slow the overall delivery and make the sprint commitments slip again.
