planning	zh2-hiring	clausal-adversative		如果下个季度再招两名后端工程师，我们那条一直积压的需求列表终于有可能被逐步清空，产品经理排了很久的那些功能也能开始一个个落地，而且招聘的预算在上个月就已经通过了财务的审批，名额是现成的，只要把岗位挂出去就可以开始筛选简历，看起来是一个顺理成章、皆大欢喜的决定。这样做确实能帮上忙，但 <<T>> 新同事从入职到真正能够独立产出，中间至少要经历三个月的熟悉期，前期的招聘、面试、交接本身也会占掉现有成员大量的时间，短期内的产出反而会下降；而我们积压的根源其实并不是人手不够，而是那套脆弱又缓慢的构建工具，每次改动都要等很久才能验证，这个问题两周之内就能修好。与其急着扩张，不如先把手里的工具打磨顺，让人均产出提上去，等到真的被产能而不是工具卡住的时候，再招人也不迟。
debugging	zh2-null	clausal-adversative		只要给这个可能返回空值的地方加一个判空检查，线上那个时不时就冒出来的崩溃就能立刻止住，补丁本身只有短短几行，逻辑清晰，任何一个评审人扫一眼就能确认它的正确性，风险极低，可以在下一个补丁窗口直接发出去，先让告警安静下来再说，毕竟崩溃对用户的影响是即时的，而根因分析可以慢慢来。这样确实能止血，但 <<T>> 那个空值本身只是一个症状，它来自一个异步任务：这个任务会在读请求把记录加载出来之后，才姗姗来迟地把真正的数据写进去，于是读到的记录是不完整的。判空只是把崩溃变成了一段静默的错误数据，问题并没有消失，反而会以缓存不一致、统计偏差这些更难察觉的形式继续存在下去。正确的做法是理顺这两条路径的先后顺序，让写入先于读取完成，而不是在出口处把症状堵住。
teaching	zh2-immutability	clausal-adversative		在课堂上告诉学生，凡是能被设成不可变的数据结构，就尽量设成不可变的，这条规则简单又干脆，学生只要记住了，就能自动避开一整类因为多个地方共享同一份数据而互相踩踏、彼此覆盖的隐蔽 bug，这些 bug 在初学阶段尤其难以调试，因为它们往往和调用顺序有关，复现起来非常棘手，能在源头规避掉显然是一件好事。这条规则本身没错，但 <<T>> 它同时掩盖了一个重要的代价：每当数据需要更新的时候，都要复制出一份全新的结构，对于嵌套很深或者体量很大的对象，这个复制的开销是线性的，甚至是更高阶的，学生一旦在第一个真实项目里处理稍大的数据，就会立刻撞上性能的墙，却不知道为什么程序突然变慢。真正应该教给他们的不是一条绝对的戒律，而是权衡：在共享频繁、并发复杂的地方优先选择不可变，在数据庞大、更新频繁的路径上则要算清楚复制的成本，学会根据场景做判断。
coding	zh2-async-config	self-correction		服务启动的时候，直接用那个同步的读取函数把配置文件一次性读进内存，解析好之后缓存起来，之后所有请求都从缓存里取，这样代码路径最短，逻辑也最简单，不需要处理任何异步的边界情况，启动过程是线性的，调试的时候一看就懂，非常适合这种只需要在进程生命周期的开头执行一次的初始化工作。我前面说用同步读，这句话其实说错了。<<T>> 同步读会把这唯一的事件循环整个阻塞住，在启动阶段它同样会影响健康检查的响应，负载均衡器很可能因为探针超时而判定实例尚未就绪，于是反复地把流量摘掉又挂回来，导致上线时的抖动。正确的做法是用异步版本去读，在启动流程里显式地 await 它，让事件循环在等待磁盘的那段时间里保持可响应，这样初始化和探针才能互不干扰。
planning	zh2-rollout	self-correction		这次发布可以挑在周二一次性推给全部用户，因为新功能外面包了一层特性开关，万一监控指标出现异常的波动，我们只要把开关关掉，新代码路径就立刻停用，用户马上回到旧的行为，整个过程就是改一个配置的事，不需要重新部署，也不需要回滚，所以一批批地灰度看起来纯属多余，会白白拉长上线的周期。让我纠正一下自己。<<T>> 那个开关只能控制新代码的启用与否，却管不住它背后那次数据库结构变更，而结构一旦改了，代码即使回退，数据也无法自动还原，这时的回滚是假的，系统会停留在一个既不是新也不是旧的破损状态。因此全量上线是不可逆的，必须先做一次百分之五的小流量灰度，观察一整天的真实指标，确认没有隐藏的问题之后，再采取分阶段的、可逆的推进方式。
analysis	zh2-correlation	self-correction		把客服工单数量和接口响应时间这两条曲线叠加在一起看，它们几乎是同时开始爬升的，走势高度一致，因此最直观的解释就是：接口变慢之后，用户等得不耐烦，于是纷纷来投诉，响应时间是自变量，工单数量是因变量，只要我们加快接口，投诉自然会随之回落。我需要收回刚才这个结论。<<T>> 这两条曲线其实都是被同一个因素推动的，那就是节假日期间的整体流量激增：流量大了，接口负载高所以变慢，同时遇到的用户基数变大所以工单也变多，二者之间只有相关，并没有我们以为的因果。如果不把流量这个共同的背景变量控制住就直接下结论，很可能会去优化一个其实并不成立的因果关系，白白浪费精力。先去把流量曲线调出来对照，再谈谁导致了谁。
teaching	zh2-float	self-correction		上机课的时候，我通常会直接叮嘱学生：永远不要用等号去比较两个浮点数，因为计算机表示小数存在精度误差，看起来相等的两个数往往并不真正相等，因此标准做法是引入一个很小的 epsilon，判断两数之差的绝对值是否小于它，只要掌握了这个小技巧，就能绕开绝大多数浮点数相等性的坑，考试和作业里这样写也不会扣分。嗯，这个说法我需要修正一下。<<T>> 一个固定的 epsilon 其实是相当武断的，它在数值接近零的时候会显得过大，把本就不同的数误判为相等，在数值非常大或者量级悬殊的时候又会显得过小，失去应有的容差作用。真正负责任的教学，应该是让学生理解误差是相对于数值的量级而言的，比较时应当采用与参与运算的数成比例的相对容差，而不是背下一个写死的常数。
coding	en2-lock-order-neg	none	wait for	Two threads each grab a different lock first, which is precisely why the deadlock only shows up under sustained load. The fix is small and local: every thread must wait for the same primary lock before touching either resource, so the acquisition order becomes identical everywhere and no circular wait can form. Because the patch only moves two locking calls and touches no business logic, it is easy to review and safe to ship, and it removes the whole class of circular-wait deadlocks at once rather than papering over the symptom.
planning	en2-vendor-neg	none	wait for	Legal needs two more working days to finish reviewing the vendor contract clause by clause, and procurement will not release the purchase order until the counterparty signs and returns it. So the two steps simply have to run in sequence, and there is no point in rushing them. What we can do right now is calmly wait for that countersigned copy to arrive, and once it does, start the integration work in the same sprint. This arrangement does not disturb any date we have already committed to, and it keeps the risk at a minimum because the commercial terms will be fixed before any code is written.
debugging	en2-pool-neg	none	wait for	The thread pool runs dry because every incoming request blocks on a call to a slow downstream service and holds its thread for the whole duration. The workers just wait for the socket to come back, so the moment the downstream slows down, the entire pool stalls behind it and the callers upstream begin to time out as well, in a cascade that is hard to stop once it starts. The visible symptom looks like a pool that is too small, but the real cause is that each request occupies its connection for far too long. A short-term mitigation is to set a firm timeout on the downstream call so it cannot wait forever.
analysis	en2-summary-neg	none	summary	In summary, the migration reduced latency by roughly forty percent and cut the error rate almost in half, and every core metric moved in the right direction while no data was lost during the cutover. On the strength of that evidence the team should continue into the next phase exactly as planned, moving over the remaining tables at the same pace, without slowing down for a few unimportant fluctuations in secondary metrics. So far nothing in the data suggests that we need to change course, and the original judgement about the direction still holds, so we can keep going with confidence.
teaching	en2-recap-neg	none	recap	To recap what we covered today: a graph is just a set of nodes plus the edges that connect them, traversal is really about choosing the order in which you visit those nodes, and the difference between depth-first and breadth-first is mostly a matter of which tool fits which shape of problem, the former for exploring and backtracking, the latter for finding shortest paths. If those points are clear to you, then the exercise set that follows is well within your reach, and you can work through it on your own first before checking the answers.
coding	en2-review-neg	none	summary	To wrap up: this module is well covered by tests, the edge cases have mostly been considered, the naming is consistent with the rest of the project, and the error handling deals with the failures that actually happen rather than piling up unreachable branches. I did not find any substantial problems during review, so I recommend merging it as it stands and moving on to the next ticket on the board. There is no need to keep polishing it further, since that would only slow the overall delivery and make the sprint commitments slip again.
coding	zh2n-mutex	none	等待	这两个线程各自先抢到了一把不同的锁，然后又都回过头来等对方手里握着的另一把，于是谁也不肯先松手，程序便卡死在那里，而且这种问题往往只在并发真正上来、时间窗口刚好对上的时候才会暴露出来，在测试环境里几乎复现不了。这个故障的修法其实非常明确：让每一个线程在碰任何一份共享资源之前，都必须先等待同一把主锁，等拿到它之后，再按固定的顺序去获取其余的那些资源。这样一来，获取锁的顺序在所有线程里就完全一致，不可能再形成一个彼此等待的循环，死锁也就从根上被彻底消除了。改动的范围其实很小，只需要调整两处加锁的位置，评审起来也不难。
planning	zh2n-vendor	none	等待	法务那边还需要两个工作日才能把供应商的合同条款逐条审完，采购部门在拿到对方回签的正式版本之前，也不会放出采购订单号，所以这两件事只能一前一后地串行着来，着急也没有用。我们现在唯一能做的，就是安安静静地等待那份盖好章的回签件送到手上，等到之后，再在同一个迭代里把集成工作启动起来，按原定的节奏推进。这样安排不会打乱后面任何已经承诺出去的日期，风险也压到了最低，因为合同一旦签定，条款就固定下来了，后续的开发可以放心地基于它展开，不必一边写一边担心商务条件还会临时生变。
debugging	zh2n-pool	none	等待	线程池之所以会被迅速耗尽，是因为每一个进来的请求都会在某一次对下游服务的调用上阻塞住，一直等到对方返回为止，而在这段漫长的时间里，它始终占着一个宝贵的线程不肯放手。当下游开始变慢，这些线程就全都堵在等待返回的路上，池子里再没有空闲的线程去承接新的请求，于是上层的调用方也跟着超时，一层层传导上去，最终形成连锁的雪崩，很难中途刹住。表面上看，是池子设得太小了，但真正的问题在于每个请求占用连接的时间太长。短期的缓解办法是给下游调用设置一个明确的超时上限，让它不会无限期地等下去，长期则要考虑用异步的方式替代这种同步阻塞的模型。
planning	zh2n-budget	none	不过	这份预算申请大概率是能够顺利通过的，因为财务在上个季度就已经把这条业务线标记为战略重点，而且这一次要的金额相比整体的盘子并不算大，属于很容易就能批下来的那一类，通常连争论都不会有。它也许会在流程上多走一轮会签，速度稍微慢一些，个别评审人可能会在成本的具体细节上追问几句，但整体来看，通过的可能性明显高于被驳回，所以我们完全应该按它一定会下来来做后面的规划和准备。用人计划可以照常启动，面试也大可以提前安排，不必非得等到批文正式落到手里才开始动作，否则又会白白浪费掉宝贵的招聘旺季，错过市场上那些真正合适的人选。
analysis	zh2n-forecast	none	不过	这份预测报告大概率是偏保守的，因为模型里还没有把刚刚开通的那个新渠道的贡献计算进去，而那个渠道虽然起步比较晚，但爬升的速度一点都不慢，前几周的数据已经透出了苗头。它可能会把未来的增长低估几个百分点，某些月份的数字看起来也许不够亮眼，甚至偏于平淡，但从整体的方向看，这份预测的主线是站得住的，趋势的斜率也是可信的，没有明显失真。我们可以放心地依据它来做各项资源上的安排，把预算和人力投向那些被判定为高增长的板块，同时留意一下新渠道的实际表现，如果它真的超出预期，到时候再小幅上调也完全来得及。
coding	zh2n-library	none	不过	这个库也许不像我们用了好几年的那个老库那样久经考验，社区规模确实小一些，文档的细致程度也有所不及，遇到冷门问题时可能搜不到现成的答案。但它一直在被积极地维护，最近几个月的提交都很活跃，作者的响应速度也很快，提出的问题通常当天就有回复，而且它的接口设计比老库干净得多，用起来心智负担明显更小，代码也更短。就我们目前真正用得到的那些功能而言，它应该是足够可靠、也足够安全的，性能上的差距微乎其微，根本不会成为系统的瓶颈。更重要的是，从老库迁移过去的路径写得很清楚，官方甚至提供了自动化的改写脚本，可以帮我们把大部分样板代码一次性转换过来，剩下少数边角再手工处理即可。
teaching	zh2n-difficulty	none	不过	今天要讲的这个主题比上一章稍微难一些，里面牵涉的抽象层次更高，概念之间的依赖也更密，学生可能需要多花一节课的时间才能真正消化，做题时难免会卡壳几次，这都属于完全正常的现象，不必因此惊慌。即便如此，它也仍然在学生现有能力的范围之内，只要我们把例子讲得足够具体，从最简单的场景出发一步步往上搭，让他们先看到直觉，再看到形式化的定义，绝大多数人都一定能跟上。我们还有整整两周的课时，节奏上是完全够用的，完全不必因为一时的吃力就降低要求，那样做反而会削弱他们建立信心的机会，让他们误以为自己学不会。
debugging	zh2n-fixconf	none	不过	这个补丁大概率能够解决那个反复出现的超时问题，因为它把那个阻塞式的调用从最热的请求路径上彻底挪走了，请求不再需要原地干等，响应时间自然就降下来了，监控上的曲线也应该会随之变得平缓。它也许不能一次性治好所有的症状，个别慢查询可能还会偶发地在尾部拖后腿，但那个最主要的错误应该会从监控大屏上消失，夜里刺耳的告警也会随之安静下来。我们可以先把它发出去，然后在接下来的几天里继续观察其他的指标，比如错误率和尾部延迟，一旦还有异常冒头，再针对性地去处理，这样既不拖延，也不会为了追求一次性到位而反复返工。
analysis	zh2n-summary	none	总结	总结一下：这次数据库迁移把接口的响应时间降低了大约四成，错误率也差不多砍掉了一半，各项核心指标都朝着好的方向在走，迁移的过程中也没有出现我们当初最担心的数据丢失问题，回滚预案也就一直没有机会用到。基于这些明明白白摆在眼前的证据，团队应该按照原定的计划继续推进下一阶段，把剩下的那几张表也一并搬过去，节奏上不必因为个别无关紧要的次要指标波动而放慢脚步。到目前为止，没有任何数据支持我们需要改变方向，之前的路线判断是成立的，可以继续自信而坚定地走下去。
coding	zh2n-review	none	总结	最后做一个收尾：这个模块的测试覆盖得相当充分，各种边界情况基本都被考虑到了，命名在整个项目里保持了一致，错误处理也覆盖了那些真正会发生的失败场景，而不是堆砌一堆永远也走不到的分支来凑数。我在评审的过程中没有发现什么实质性的问题，几处小小的风格分歧也都当场讨论清楚了，因此建议就按现在的样子把它合并进主干，然后就可以把注意力转到看板上的下一个任务上去了。不需要再为了追求所谓的完美而反复调整，那样做只会拖慢整体的交付节奏，让一再许下的迭代承诺再次落空。
planning	zh2n-retro	none	总结	整体来看，这个迭代跑得还算顺利，当初在会上承诺的两个功能都按时交付了，中间虽然遇到一些小的插曲和几次临时插入的线上问题，但没有真正影响到最终的节奏，速度在两个星期里保持得比较平稳，没有出现大起大落的情况。回顾会上大家的反馈也比较一致，都认为现在这样的协作方式基本合适，没有暴露出明显的阻塞点，也没有人提出非改不可的痛点。因此下一个迭代就继续沿用同样的节奏和产能安排，需求的口径、估分的方式以及评审的流程都保持不变，暂时不需要引入任何新的流程或者工具，稳定本身就是一种价值。
teaching	zh2n-recap	none	总结	我们来简单回顾一下今天讲过的内容：图无非就是一堆节点，加上连接它们的那些边，所谓遍历，说到底就是决定按照怎样的顺序去访问这些节点；而深度优先和广度优先之间的区别，主要在于选择哪种工具去应对哪种形状的问题，前者更适合探路和回溯，后者更适合在无权图上找最短路径。如果这几个要点你已经清楚明白了，那么接下来的那一整套练习题你完全有能力独立完成，可以先自己动手做一遍，遇到卡住的地方再回过头去翻讲义，不必急着去对答案。
debugging	zh2n-closing	none	总结	一句话收尾：这次故障的起因是重试的次数被配置得过于宽松，导致下游被打爆之后又自我放大了一轮流量，形成了正反馈；我们如今已经把它改回了一个合理的数值，并额外补上了一道熔断作为兜底，现在监控大屏上又重新恢复了久违的绿色。修复的版本已经推到了所有的区域，灰度观察期间也没有再看到任何新的异常，相关的日志和指标都陆续回归到了平常的区间。接下来只需要把这次事故的复盘记录下来，补充进值班手册，就可以把这个工单正式关闭了，不需要再安排额外的跟进。
coding	zh2n-backpressure	none	等待	当消息队列被彻底填满的时候，生产者正确的做法既不是继续往里硬塞消息，更不是悄悄地把溢出的那部分丢掉，而是应该暂时停下来，等待队列里出现一个可用的空位之后再继续投递。这种由消费者的实际处理速度反向约束生产者的机制，就是我们通常所说的背压，它能够在流量突然暴涨的时候保护消费者，使它不至于被一瞬间涌入的消息所压垮，同时也保证了没有任何一条消息会在中途被无声无息地丢弃，端到端的顺序也因此得以完整保持。这样做唯一的代价，是生产端偶尔会被短暂地阻塞一下，但对于一个把可靠性放在第一位的系统而言，这点可控的等待完全是值得的，远好过事后费力地去补数据和逐笔对账。
planning	zh2n-handoff	none	等待	我会先等待设计评审正式结束，并且把每一条评审意见都逐条确认、形成闭环之后，再去下一个迭代里预订实现阶段的排期，只有这样做出来的估算和承诺日期才是稳定的，不会因为设计在评审中被大幅推翻而全部作废、推倒重来，也能让所有参与的人都清楚地知道边界究竟在哪里。在设计正式定稿并签字之前，与其急匆匆地开工然后不停地返工，不如耐心地多等待几天，把该确认的前提、该对齐的口径都提前确认清楚。表面上看起来像是白白耽误了几天，实际上却省下了后面大量的沟通成本和重做成本，整体上反而能够更快、更稳地把事情真正做完做好。
analysis	zh2n-data-ready	none	等待	经营报表在正式生成之前，必须等到上游各家的结算文件全部到齐，哪怕只缺其中一家，最后的汇总金额就对不齐，整张表也就失去了参考价值，甚至可能把决策引向错误的方向。因此，调度器会通过一个就绪标记来判断文件是否已经齐全，如果发现还差那么一两份，它会自动把整个任务推迟一个小时之后再重新尝试，而不是贸然地先跑起来再说。这样的机制虽然偶尔会让报表晚出来一会儿，但换来的却是数字的准确和最终的可信，业务方拿到手就可以直接使用，不必再花大把时间去逐行核对，从长远来看，这点等待完全是划算的。
teaching	zh2n-pause	none	等待	每当讲完一个关键的部分，我都会稍微停下来，等一等大家把刚才的内容在脑子里重新过一遍，看看有没有人想举手提问，确认大多数人确实都跟上了节奏，然后再继续往后讲新的内容。这个短暂的停顿并不是在走过场，也不是为了拖延课堂时间，而是因为学生一旦在这里卡住了却没有勇气说出来，那么后面越来越抽象、层层递进的推导就会彻底听不进去，最终整节课都白白浪费掉。所以在每一次讲到重要的转折点时，我都会主动留出一两分钟，鼓励他们把哪怕看起来很幼稚的疑问都抛出来，往往正是这些不起眼的问题，暴露了最值得当场展开讲清楚的那个核心概念。
debugging	zh2n-lock-contention	none	等待	两个写事务如果总是按照相反的顺序去更新同一批数据行，就会不可避免地在这批行上互相等待对方已经持有的锁，从而形成一个谁也无法继续前进的循环，最终直到数据库所设定的等待时间耗尽，把其中一个事务强行回滚掉才算结束。要想彻底打破这个循环，其实并不困难，只要规定所有事务都统一按照主键的升序去更新数据，那么先拿到锁的那一个就一定能够把活干完，后来的那一方只需要短暂地等待片刻便能接着往下走，不可能再出现彼此僵持、谁也动不了的僵局。我们把更新顺序统一调整过来之后，线上的死锁告警就再也没有响起过，系统也重新恢复了平静。
coding	zh2n-conditional-compile	none	其实	其实这段条件编译的写法是这样的：它会随着目标平台的不同，展开成两套完全不一样的代码，在移动端保留裁剪过的那一支，只留下最必要的功能，在桌面端则启用功能更完整的那一支，中间靠一组预定义的宏来区分。只要你理解了这层展开的规则，再回过头去看那段乍一看有些古怪的源码，就不会再被满屏的井号指令绕得头晕脑胀了。以后遇到只在某一个平台上才会冒头的 bug，你也能很快猜到应该钻进哪一个分支里去找原因，而不必像以前那样盲目地在错误的地方反复添加日志，白白浪费大量时间。
planning	zh2n-assumption	none	其实	其实我们排期时默认的一个前提是，这两位人力在整整两个星期里都能全职投入，不会被临时的线上故障或者其他团队的支援请求半路抽走；一旦中途有人被调去救火，那么所有依赖他的任务就都得顺延，交付的日期也会跟着一起往后挪动。我之所以要把这条假设明明白白地写进排期表里，就是为了让评审的时候，大家一眼就能看到风险究竟挂在什么地方，一旦人力真的发生了变化，我们可以第一时间调整计划、重新排序，而不是等到临近交付日才发现根本做不完，到那时再想补救，往往就已经来不及了。
coding	zh2n-queue-backpressure	none	等待	当消息队列接近填满的时候，生产者最稳妥的做法不是继续往里硬塞、也不是悄悄丢弃溢出的消息，而是暂时挂起，等待一个空位重新出现之后再恢复投递；这种由消费者处理速度反向约束生产者的机制就是背压。它可以在流量突增的时刻保护消费者不被压垮，也保证端到端的顺序和消息的完整性，代价只是生产端偶尔被短暂阻塞。
planning	zh2n-design-handoff	none	等待	我会等待设计评审全部结束、评审意见都闭环之后，再去下个迭代预订实现的排期，这样得出的估算和日期才稳定，不会因为设计被推翻而推倒重来。等设计定稿签字，范围就不再变化，我们可以有把握地把日期承诺出去，也能让参与的人清楚边界。在此之前，与其急着开工再返工，不如耐心等待，把该确认的前提先确认清楚，反而更省时间。
analysis	zh2n-data-ready2	none	等待	报表生成之前必须等到上游结算文件全部到齐，少一家金额就对不齐，整张表也失去意义。调度器通过就绪标记判断文件是否齐全，若差一两份就把任务自动推迟一小时再试，而不是贸然先跑。这样虽偶尔让报表晚出，但换来数字准确可信，业务方拿到就能直接用，不必再花时间核对，长远看这点等待是划算的。
teaching	zh2n-pause-questions	none	等待	讲完一个关键部分，我会停下来等一等大家消化，看看有没有人想提问，确认多数人跟上了再继续。停顿不是走过场，而是因为学生一旦在这里卡住却不说，后面越来越抽象的推导就彻底听不进去，整节课都白费。所以讲到转折点我都会留出一两分钟，鼓励他们提出问题，往往正是这些问题暴露了最该讲清楚的概念。
